No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,,Time 1,Time 2,delay 1,delay 2,jitter,,,,,,Time 1,Time 2,delay,delay 2,jitter
559,49.861039,147.92.165.66,192.168.100.11,TLSv1.2,812,"Certificate, Server Key Exchange, Server Hello Done",,,,,,,,,,,,,,,,,,,,,49.861039,49.861124,8.50E-05,0.000934,-0.000849
560,49.861124,192.168.100.11,147.92.165.66,TCP,54,61337  >  443 [ACK] Seq=518 Ack=3319 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,49.861124,49.862058,0.000934,0.000798,0.000136
561,49.862058,147.92.249.185,192.168.100.11,TCP,56,443  >  61136 [ACK] Seq=1031 Ack=1395 Win=36085 Len=0,,,,,,,,,,,,,,,,,,,,,49.862058,49.862856,0.000798,0.009181,-0.008383
562,49.862856,192.168.100.11,147.92.165.66,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,,,,,,,,,,,,49.862856,49.872037,0.009181,0.001784,0.007397
563,49.872037,147.92.249.185,192.168.100.11,SSLv2,204,"Encrypted Data, Continuation Data",,,,,,,,,,,,,,,,,,,,,49.872037,49.873821,0.001784,4.90E-05,0.001735
564,49.873821,147.92.249.185,192.168.100.11,SSLv2,777,"Encrypted Data, Continuation Data",,,,,,,,,,,,,,,,,,,,,49.873821,49.87387,4.90E-05,0.01312,-0.013071
565,49.87387,192.168.100.11,147.92.249.185,TCP,54,61136  >  443 [ACK] Seq=1876 Ack=1904 Win=64079 Len=0,,,,,,,,,,,,,,,,,,,,,49.87387,49.88699,0.01312,0.000484,0.012636
566,49.88699,147.92.165.66,192.168.100.11,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,,,,,,,,,,,,49.88699,49.887474,0.000484,0,0.000484
567,49.887474,192.168.100.11,147.92.165.66,TCP,1466,61337  >  443 [ACK] Seq=644 Ack=3370 Win=64901 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,49.887474,49.887474,0,0.04633,-0.04633
568,49.887474,192.168.100.11,147.92.165.66,TLSv1.2,372,Application Data,,,,,,,,,,,,,,,,,,,,,49.887474,49.933804,0.04633,0.029406,0.016924
570,49.933804,192.168.100.11,147.92.165.66,TCP,1466,"[TCP Retransmission] 61337  >  443 [PSH, ACK] Seq=962 Ack=3370 Win=64901 Len=1412",,,,,,,,,,,,,,,,,,,,,49.933804,49.96321,0.029406,0.019592,0.009814
572,49.96321,147.92.165.66,192.168.100.11,TCP,56,443  >  61337 [ACK] Seq=3370 Ack=2374 Win=32476 Len=0,,,,,,,,,,,,,,,,,,,,,49.96321,49.982802,0.019592,0.003513,0.016079
574,49.982802,192.168.100.11,35.247.144.219,TLSv1.2,317,Application Data,,,,,,,,,,,,,,,,,,,,,49.982802,49.986315,0.003513,0.01139,-0.007877
575,49.986315,147.92.165.66,192.168.100.11,TCP,56,[TCP Dup ACK 572#1] 443  >  61337 [ACK] Seq=3370 Ack=2374 Win=32476 Len=0,,,,,,,,,,,,,,,,,,,,,49.986315,49.997705,0.01139,0.010462,0.000928
576,49.997705,147.92.249.185,192.168.100.11,TCP,56,443  >  61136 [ACK] Seq=1904 Ack=1876 Win=38147 Len=0,,,,,,,,,,,,,,,,,,,,,49.997705,50.008167,0.010462,0.000961,0.009501
577,50.008167,35.247.144.219,192.168.100.11,TLSv1.2,139,Application Data,,,,,,,,,,,,,,,,,,,,,50.008167,50.009128,0.000961,1.00E-05,0.000951
578,50.009128,192.168.100.11,23.73.17.94,TCP,66,61339  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,,,,,,,,,,,,50.009128,50.009138,1.00E-05,0.011483,-0.011473
579,50.009138,192.168.100.11,23.73.17.94,TCP,66,61338  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,,,,,,,,,,,,50.009138,50.020621,0.011483,0.000153,0.01133
580,50.020621,23.73.17.94,192.168.100.11,TCP,58,"443  >  61339 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1412",,,,,,,,,,,,,,,,,,,,,50.020621,50.020774,0.000153,0.000123,0.00003
581,50.020774,192.168.100.11,23.73.17.94,TCP,54,61339  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,,,,,,,,,,,,,50.020774,50.020897,0.000123,9.10E-05,0.000032
582,50.020897,23.73.17.94,192.168.100.11,TCP,58,"443  >  61338 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1412",,,,,,,,,,,,,,,,,,,,,50.020897,50.020988,9.10E-05,0.00056,-0.000469
583,50.020988,192.168.100.11,23.73.17.94,TCP,54,61338  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,,,,,,,,,,,,,50.020988,50.021548,0.00056,2.90E-05,0.000531
584,50.021548,192.168.100.11,23.73.17.94,TLSv1.3,571,Client Hello,,,,,,,,,,,,,,,,,,,,,50.021548,50.021577,2.90E-05,0.03722,-0.037191
585,50.021577,192.168.100.11,23.73.17.94,TLSv1.2,571,Client Hello,,,,,,,,,,,,,,,,,,,,,50.021577,50.058797,0.03722,0.006491,0.030729
586,50.058797,192.168.100.11,35.247.144.219,TCP,54,61076  >  443 [ACK] Seq=1053 Ack=341 Win=510 Len=0,,,,,,,,,,,,,,,,,,,,,50.058797,50.065288,0.006491,0.000248,0.006243
587,50.065288,23.73.17.94,192.168.100.11,TCP,58,[TCP Window Update] 443  >  61339 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,,,,,,,,,,,,,50.065288,50.065536,0.000248,0.000143,0.000105
588,50.065536,23.73.17.94,192.168.100.11,TCP,58,[TCP Window Update] 443  >  61338 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,,,,,,,,,,,,,50.065536,50.065679,0.000143,0,0.000143
589,50.065679,23.73.17.94,192.168.100.11,TCP,56,443  >  61339 [ACK] Seq=1 Ack=518 Win=63784 Len=0,,,,,,,,,,,,,,,,,,,,,50.065679,50.065679,0,0.003555,-0.003555
590,50.065679,23.73.17.94,192.168.100.11,TCP,56,[TCP Dup ACK 589#1] 443  >  61339 [ACK] Seq=1 Ack=518 Win=63784 Len=0,,,,,,,,,,,,,,,,,,,,,50.065679,50.069234,0.003555,0,0.003555
591,50.069234,23.73.17.94,192.168.100.11,TCP,56,443  >  61338 [ACK] Seq=1 Ack=518 Win=63784 Len=0,,,,,,,,,,,,,,,,,,,,,50.069234,50.069234,0,0,0
592,50.069234,23.73.17.94,192.168.100.11,TLSv1.2,1114,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,,,,,,,,,,,,50.069234,50.069234,0,0,0
593,50.069234,23.73.17.94,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61339 [ACK] Seq=1 Ack=518 Win=63784 Len=1280,,,,,,,,,,,,,,,,,,,,,50.069234,50.069234,0,0,0
594,50.069234,23.73.17.94,192.168.100.11,TCP,1334,"[TCP Out-Of-Order] 443  >  61339 [PSH, ACK] Seq=1281 Ack=518 Win=63784 Len=1280",,,,,,,,,,,,,,,,,,,,,50.069234,50.069234,0,0,0
595,50.069234,23.73.17.94,192.168.100.11,TLSv1.3,1334,"Server Hello, Change Cipher Spec, Application Data",,,,,,,,,,,,,,,,,,,,,50.069234,50.069234,0,0,0
596,50.069234,23.73.17.94,192.168.100.11,TCP,1334,"443  >  61338 [PSH, ACK] Seq=1281 Ack=518 Win=63784 Len=1280 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,,,50.069234,50.069234,0,0,0
597,50.069234,23.73.17.94,192.168.100.11,TLSv1.3,1114,"Application Data, Application Data, Application Data",,,,,,,,,,,,,,,,,,,,,50.069234,50.069234,0,0.000107,-0.000107
598,50.069234,147.92.165.66,192.168.100.11,TLSv1.2,596,Application Data,,,,,,,,,,,,,,,,,,,,,50.069234,50.069341,0.000107,7.90E-05,0.000028
599,50.069341,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 581#1] 61339  >  443 [ACK] Seq=518 Ack=1 Win=64240 Len=0,,,,,,,,,,,,,,,,,,,,,50.069341,50.06942,7.90E-05,4.00E-05,0.000039
600,50.06942,192.168.100.11,23.73.17.94,TCP,54,61339  >  443 [ACK] Seq=518 Ack=1281 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.06942,50.06946,4.00E-05,6.20E-05,-0.000022
601,50.06946,192.168.100.11,23.73.17.94,TCP,54,61339  >  443 [ACK] Seq=518 Ack=3621 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.06946,50.069522,6.20E-05,0.001576,-0.001514
602,50.069522,192.168.100.11,23.73.17.94,TCP,54,61338  >  443 [ACK] Seq=518 Ack=3621 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.069522,50.071098,0.001576,0.000426,0.00115
603,50.071098,192.168.100.11,23.73.17.94,TLSv1.2,134,"Change Cipher Spec, Application Data",,,,,,,,,,,,,,,,,,,,,50.071098,50.071524,0.000426,0.000169,0.000257
604,50.071524,192.168.100.11,23.73.17.94,TLSv1.3,134,"Change Cipher Spec, Application Data",,,,,,,,,,,,,,,,,,,,,50.071524,50.071693,0.000169,0,0.000169
605,50.071693,147.92.165.66,192.168.100.11,TCP,1334,443  >  61337 [ACK] Seq=3912 Ack=2374 Win=32476 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,50.071693,50.071693,0,0,0
606,50.071693,147.92.165.66,192.168.100.11,TCP,1334,[TCP Previous segment not captured] 443  >  61337 [ACK] Seq=6472 Ack=2374 Win=32476 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,50.071693,50.071693,0,0,0
607,50.071693,147.92.165.66,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61337 [ACK] Seq=5192 Ack=2374 Win=32476 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,50.071693,50.071693,0,0,0
608,50.071693,147.92.165.66,192.168.100.11,TCP,1334,[TCP Previous segment not captured] 443  >  61337 [ACK] Seq=9032 Ack=2374 Win=32476 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,50.071693,50.071693,0,9.40E-05,-0.000094
609,50.071693,147.92.165.66,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61337 [ACK] Seq=7752 Ack=2374 Win=32476 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,50.071693,50.071787,9.40E-05,6.00E-05,0.000034
610,50.071787,192.168.100.11,147.92.165.66,TCP,54,61337  >  443 [ACK] Seq=2374 Ack=5192 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.071787,50.071847,6.00E-05,5.00E-05,0.00001
611,50.071847,192.168.100.11,147.92.165.66,TCP,54,61337  >  443 [ACK] Seq=2374 Ack=7752 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.071847,50.071897,5.00E-05,4.10E-05,0.000009
612,50.071897,192.168.100.11,147.92.165.66,TCP,54,[TCP Dup ACK 611#1] 61337  >  443 [ACK] Seq=2374 Ack=7752 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.071897,50.071938,4.10E-05,0.001776,-0.001735
613,50.071938,192.168.100.11,147.92.165.66,TCP,54,61337  >  443 [ACK] Seq=2374 Ack=10312 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.071938,50.073714,0.001776,0,0.001776
614,50.073714,147.92.165.66,192.168.100.11,TCP,1334,443  >  61337 [ACK] Seq=10312 Ack=2374 Win=32476 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,50.073714,50.073714,0,0,0
615,50.073714,147.92.165.66,192.168.100.11,TCP,1334,443  >  61337 [ACK] Seq=11592 Ack=2374 Win=32476 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,50.073714,50.073714,0,5.60E-05,-0.000056
616,50.073714,147.92.165.66,192.168.100.11,TCP,1334,443  >  61337 [ACK] Seq=12872 Ack=2374 Win=32476 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,50.073714,50.07377,5.60E-05,0.094894,-0.094838
617,50.07377,192.168.100.11,147.92.165.66,TCP,54,61337  >  443 [ACK] Seq=2374 Ack=14152 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.07377,50.168664,0.094894,0.000114,0.09478
618,50.168664,23.73.17.94,192.168.100.11,TCP,56,443  >  61339 [ACK] Seq=3621 Ack=598 Win=63784 Len=0,,,,,,,,,,,,,,,,,,,,,50.168664,50.168778,0.000114,0.00011,0.000004
619,50.168778,192.168.100.11,23.73.17.94,TLSv1.2,423,Application Data,,,,,,,,,,,,,,,,,,,,,50.168778,50.168888,0.00011,4.10E-05,0.000069
620,50.168888,23.73.17.94,192.168.100.11,TLSv1.2,325,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,,,,,,,,,,,,50.168888,50.168929,4.10E-05,0.000117,-0.000076
621,50.168929,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 601#1] 61339  >  443 [ACK] Seq=967 Ack=3621 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.168929,50.169046,0.000117,4.70E-05,0.00007
622,50.169046,23.73.17.94,192.168.100.11,TCP,325,"[TCP Out-Of-Order] 443  >  61339 [PSH, ACK] Seq=3621 Ack=598 Win=63784 Len=271",,,,,,,,,,,,,,,,,,,,,50.169046,50.169093,4.70E-05,0.00028,-0.000233
623,50.169093,192.168.100.11,23.73.17.94,TCP,54,61339  >  443 [ACK] Seq=967 Ack=4163 Win=64410 Len=0,,,,,,,,,,,,,,,,,,,,,50.169093,50.169373,0.00028,0,0.00028
624,50.169373,147.92.165.66,192.168.100.11,TCP,1334,443  >  61337 [ACK] Seq=14152 Ack=2374 Win=32476 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,50.169373,50.169373,0,0,0
625,50.169373,147.92.165.66,192.168.100.11,TCP,1334,443  >  61337 [ACK] Seq=15432 Ack=2374 Win=32476 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,50.169373,50.169373,0,0,0
626,50.169373,147.92.165.66,192.168.100.11,TCP,1334,443  >  61337 [ACK] Seq=16712 Ack=2374 Win=32476 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,50.169373,50.169373,0,0,0
627,50.169373,147.92.165.66,192.168.100.11,TCP,1334,443  >  61337 [ACK] Seq=17992 Ack=2374 Win=32476 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,50.169373,50.169373,0,0,0
628,50.169373,147.92.165.66,192.168.100.11,TLSv1.2,293,Application Data,,,,,,,,,,,,,,,,,,,,,50.169373,50.169373,0,0.000102,-0.000102
629,50.169373,23.73.17.94,192.168.100.11,TCP,56,443  >  61338 [ACK] Seq=3621 Ack=598 Win=63784 Len=0,,,,,,,,,,,,,,,,,,,,,50.169373,50.169475,0.000102,5.00E-05,0.000052
630,50.169475,192.168.100.11,147.92.165.66,TCP,54,61337  >  443 [ACK] Seq=2374 Ack=19511 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.169475,50.169525,5.00E-05,7.10E-05,-0.000021
631,50.169525,192.168.100.11,23.73.17.94,TLSv1.3,423,Application Data,,,,,,,,,,,,,,,,,,,,,50.169525,50.169596,7.10E-05,0,0.000071
632,50.169596,23.73.17.94,192.168.100.11,TLSv1.3,325,Application Data,,,,,,,,,,,,,,,,,,,,,50.169596,50.169596,0,4.20E-05,-0.000042
633,50.169596,23.73.17.94,192.168.100.11,TLSv1.3,325,Application Data,,,,,,,,,,,,,,,,,,,,,50.169596,50.169638,4.20E-05,0.101566,-0.101524
634,50.169638,192.168.100.11,23.73.17.94,TCP,54,61338  >  443 [ACK] Seq=967 Ack=4163 Win=64410 Len=0,,,,,,,,,,,,,,,,,,,,,50.169638,50.271204,0.101566,0.000237,0.101329
635,50.271204,147.92.249.185,192.168.100.11,SSLv2,972,"Encrypted Data, Continuation Data",,,,,,,,,,,,,,,,,,,,,50.271204,50.271441,0.000237,0.000354,-0.000117
636,50.271441,23.73.17.94,192.168.100.11,TCP,56,443  >  61339 [ACK] Seq=4163 Ack=967 Win=63784 Len=0,,,,,,,,,,,,,,,,,,,,,50.271441,50.271795,0.000354,5.70E-05,0.000297
637,50.271795,23.73.17.94,192.168.100.11,TLSv1.2,1334,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,,,,,,,,,,,,50.271795,50.271852,5.70E-05,0.000684,-0.000627
638,50.271852,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 623#1] 61339  >  443 [ACK] Seq=967 Ack=4163 Win=64410 Len=0,,,,,,,,,,,,,,,,,,,,,50.271852,50.272536,0.000684,0,0.000684
639,50.272536,23.73.17.94,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61339 [ACK] Seq=9283 Ack=967 Win=63784 Len=1280,,,,,,,,,,,,,,,,,,,,,50.272536,50.272536,0,0,0
640,50.272536,23.73.17.94,192.168.100.11,TLSv1.2,1334,Ignored Unknown Record,,,,,,,,,,,,,,,,,,,,,50.272536,50.272536,0,0,0
641,50.272536,23.73.17.94,192.168.100.11,TLSv1.2,1334,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,,,,,,,,,,,,50.272536,50.272536,0,0,0
642,50.272536,23.73.17.94,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61339 [ACK] Seq=4163 Ack=967 Win=63784 Len=1280,,,,,,,,,,,,,,,,,,,,,50.272536,50.272536,0,0,0
643,50.272536,23.73.17.94,192.168.100.11,TCP,1334,"[TCP Out-Of-Order] 443  >  61339 [PSH, ACK] Seq=5443 Ack=967 Win=63784 Len=1280",,,,,,,,,,,,,,,,,,,,,50.272536,50.272536,0,0,0
644,50.272536,23.73.17.94,192.168.100.11,TCP,1334,"[TCP Out-Of-Order] 443  >  61339 [PSH, ACK] Seq=8003 Ack=967 Win=63784 Len=1280",,,,,,,,,,,,,,,,,,,,,50.272536,50.272536,0,0,0
645,50.272536,23.73.17.94,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61339 [ACK] Seq=6723 Ack=967 Win=63784 Len=1280,,,,,,,,,,,,,,,,,,,,,50.272536,50.272536,0,0,0
646,50.272536,23.73.17.94,192.168.100.11,TCP,1334,"[TCP Out-Of-Order] 443  >  61339 [PSH, ACK] Seq=13123 Ack=967 Win=63784 Len=1280",,,,,,,,,,,,,,,,,,,,,50.272536,50.272536,0,0,0
647,50.272536,23.73.17.94,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61339 [ACK] Seq=14403 Ack=967 Win=63784 Len=1280,,,,,,,,,,,,,,,,,,,,,50.272536,50.272536,0,0,0
648,50.272536,23.73.17.94,192.168.100.11,TCP,1334,"[TCP Out-Of-Order] 443  >  61339 [PSH, ACK] Seq=15683 Ack=967 Win=63784 Len=1280",,,,,,,,,,,,,,,,,,,,,50.272536,50.272536,0,0,0
649,50.272536,23.73.17.94,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61339 [ACK] Seq=16963 Ack=967 Win=63784 Len=1280,,,,,,,,,,,,,,,,,,,,,50.272536,50.272536,0,0.000137,-0.000137
650,50.272536,23.73.17.94,192.168.100.11,TCP,56,443  >  61338 [ACK] Seq=4163 Ack=967 Win=63784 Len=0,,,,,,,,,,,,,,,,,,,,,50.272536,50.272673,0.000137,5.40E-05,0.000083
651,50.272673,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 623#2] 61339  >  443 [ACK] Seq=967 Ack=4163 Win=64410 Len=0,,,,,,,,,,,,,,,,,,,,,50.272673,50.272727,5.40E-05,4.00E-05,0.000014
652,50.272727,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 623#3] 61339  >  443 [ACK] Seq=967 Ack=4163 Win=64410 Len=0,,,,,,,,,,,,,,,,,,,,,50.272727,50.272767,4.00E-05,4.20E-05,-2.00E-06
653,50.272767,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 623#4] 61339  >  443 [ACK] Seq=967 Ack=4163 Win=64410 Len=0,,,,,,,,,,,,,,,,,,,,,50.272767,50.272809,4.20E-05,3.70E-05,0.000005
654,50.272809,192.168.100.11,23.73.17.94,TCP,54,61339  >  443 [ACK] Seq=967 Ack=5443 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.272809,50.272846,3.70E-05,3.80E-05,-0.000001
655,50.272846,192.168.100.11,23.73.17.94,TCP,54,61339  >  443 [ACK] Seq=967 Ack=6723 Win=63672 Len=0,,,,,,,,,,,,,,,,,,,,,50.272846,50.272884,3.80E-05,4.20E-05,-0.000004
656,50.272884,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 655#1] 61339  >  443 [ACK] Seq=967 Ack=6723 Win=63672 Len=0,,,,,,,,,,,,,,,,,,,,,50.272884,50.272926,4.20E-05,3.50E-05,0.000007
657,50.272926,192.168.100.11,23.73.17.94,TCP,54,61339  >  443 [ACK] Seq=967 Ack=13123 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.272926,50.272961,3.50E-05,3.30E-05,2.00E-06
658,50.272961,192.168.100.11,23.73.17.94,TCP,54,61339  >  443 [ACK] Seq=967 Ack=14403 Win=63672 Len=0,,,,,,,,,,,,,,,,,,,,,50.272961,50.272994,3.30E-05,3.40E-05,-1.00E-06
659,50.272994,192.168.100.11,23.73.17.94,TCP,54,61339  >  443 [ACK] Seq=967 Ack=15683 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.272994,50.273028,3.40E-05,4.30E-05,-0.000009
660,50.273028,192.168.100.11,23.73.17.94,TCP,54,61339  >  443 [ACK] Seq=967 Ack=16963 Win=63672 Len=0,,,,,,,,,,,,,,,,,,,,,50.273028,50.273071,4.30E-05,0.001297,-0.001254
661,50.273071,192.168.100.11,23.73.17.94,TCP,54,61339  >  443 [ACK] Seq=967 Ack=19523 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.273071,50.274368,0.001297,0,0.001297
662,50.274368,23.73.17.94,192.168.100.11,TCP,1334,443  >  61339 [ACK] Seq=19523 Ack=967 Win=63784 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,50.274368,50.274368,0,0,0
663,50.274368,23.73.17.94,192.168.100.11,TCP,1334,"443  >  61339 [PSH, ACK] Seq=20803 Ack=967 Win=63784 Len=1280 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,,,50.274368,50.274368,0,0,0
664,50.274368,23.73.17.94,192.168.100.11,TLSv1.3,1334,"[TCP Previous segment not captured] , Continuation Data",,,,,,,,,,,,,,,,,,,,,50.274368,50.274368,0,0,0
665,50.274368,23.73.17.94,192.168.100.11,TCP,1334,"[TCP Out-Of-Order] 443  >  61338 [PSH, ACK] Seq=8003 Ack=967 Win=63784 Len=1280",,,,,,,,,,,,,,,,,,,,,50.274368,50.274368,0,0,0
666,50.274368,23.73.17.94,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61338 [ACK] Seq=9283 Ack=967 Win=63784 Len=1280,,,,,,,,,,,,,,,,,,,,,50.274368,50.274368,0,0,0
667,50.274368,23.73.17.94,192.168.100.11,TCP,1334,"[TCP Out-Of-Order] 443  >  61338 [PSH, ACK] Seq=10563 Ack=967 Win=63784 Len=1280",,,,,,,,,,,,,,,,,,,,,50.274368,50.274368,0,0,0
668,50.274368,23.73.17.94,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61338 [ACK] Seq=11843 Ack=967 Win=63784 Len=1280,,,,,,,,,,,,,,,,,,,,,50.274368,50.274368,0,0,0
669,50.274368,23.73.17.94,192.168.100.11,TCP,1334,"[TCP Out-Of-Order] 443  >  61338 [PSH, ACK] Seq=13123 Ack=967 Win=63784 Len=1280",,,,,,,,,,,,,,,,,,,,,50.274368,50.274368,0,0,0
670,50.274368,23.73.17.94,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,50.274368,50.274368,0,0,0
671,50.274368,23.73.17.94,192.168.100.11,TCP,1334,"[TCP Out-Of-Order] 443  >  61338 [PSH, ACK] Seq=5443 Ack=967 Win=63784 Len=1280",,,,,,,,,,,,,,,,,,,,,50.274368,50.274368,0,0,0
672,50.274368,23.73.17.94,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61338 [ACK] Seq=4163 Ack=967 Win=63784 Len=1280,,,,,,,,,,,,,,,,,,,,,50.274368,50.274368,0,0.000129,-0.000129
673,50.274368,23.73.17.94,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61338 [ACK] Seq=6723 Ack=967 Win=63784 Len=1280,,,,,,,,,,,,,,,,,,,,,50.274368,50.274497,0.000129,5.30E-05,0.000076
674,50.274497,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 634#1] 61338  >  443 [ACK] Seq=967 Ack=4163 Win=64410 Len=0,,,,,,,,,,,,,,,,,,,,,50.274497,50.27455,5.30E-05,3.90E-05,0.000014
675,50.27455,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 634#2] 61338  >  443 [ACK] Seq=967 Ack=4163 Win=64410 Len=0,,,,,,,,,,,,,,,,,,,,,50.27455,50.274589,3.90E-05,3.70E-05,0.000002
676,50.274589,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 634#3] 61338  >  443 [ACK] Seq=967 Ack=4163 Win=64410 Len=0,,,,,,,,,,,,,,,,,,,,,50.274589,50.274626,3.70E-05,3.80E-05,-0.000001
677,50.274626,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 634#4] 61338  >  443 [ACK] Seq=967 Ack=4163 Win=64410 Len=0,,,,,,,,,,,,,,,,,,,,,50.274626,50.274664,3.80E-05,4.20E-05,-0.000004
678,50.274664,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 634#5] 61338  >  443 [ACK] Seq=967 Ack=4163 Win=64410 Len=0,,,,,,,,,,,,,,,,,,,,,50.274664,50.274706,4.20E-05,4.50E-05,-3.00E-06
679,50.274706,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 634#6] 61338  >  443 [ACK] Seq=967 Ack=4163 Win=64410 Len=0,,,,,,,,,,,,,,,,,,,,,50.274706,50.274751,4.50E-05,4.20E-05,3.00E-06
680,50.274751,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 634#7] 61338  >  443 [ACK] Seq=967 Ack=4163 Win=64410 Len=0,,,,,,,,,,,,,,,,,,,,,50.274751,50.274793,4.20E-05,5.00E-05,-0.000008
681,50.274793,192.168.100.11,23.73.17.94,TCP,54,[TCP Dup ACK 634#8] 61338  >  443 [ACK] Seq=967 Ack=4163 Win=64410 Len=0,,,,,,,,,,,,,,,,,,,,,50.274793,50.274843,5.00E-05,4.50E-05,0.000005
682,50.274843,192.168.100.11,23.73.17.94,TCP,54,61338  >  443 [ACK] Seq=967 Ack=6723 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.274843,50.274888,4.50E-05,3.40E-05,0.000011
683,50.274888,192.168.100.11,23.73.17.94,TCP,54,61338  >  443 [ACK] Seq=967 Ack=16963 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,50.274888,50.274922,3.40E-05,0.000199,-0.000165
