No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,,Time 1,Time 2,delay 1,delay 2,jitter,,,,,,Time 1,Time 2,delay,delay 2,jitter
21955,191.292044,192.168.100.11,35.186.224.39,TLSv1.2,97,Application Data,,,,,,,,,,,,,,,,,,,,,191.292044,191.390918,0.098874,0.090511,0.008363
21957,191.390918,35.186.224.39,192.168.100.11,TCP,54,443  >  61119 [ACK] Seq=241 Ack=302 Win=272 Len=0,,,,,,,,,,,,,,,,,,,,,191.390918,191.481429,0.090511,0.043545,0.046966
21964,191.481429,35.186.224.39,192.168.100.11,TLSv1.2,94,Application Data,,,,,,,,,,,,,,,,,,,,,191.481429,191.524974,0.043545,0.321171,-0.277626
21965,191.524974,192.168.100.11,35.186.224.39,TCP,54,61119  >  443 [ACK] Seq=302 Ack=281 Win=510 Len=0,,,,,,,,,,,,,,,,,,,,,191.524974,191.846145,0.321171,0.14689,0.174281
21966,191.846145,192.168.100.11,147.92.249.185,SSLv2,66,"Encrypted Data, Continuation Data",,,,,,,,,,,,,,,,,,,,,191.846145,191.993035,0.14689,0.000361,0.146529
21967,191.993035,147.92.249.185,192.168.100.11,TCP,54,443  >  61136 [ACK] Seq=11316 Ack=3578 Win=42271 Len=0,,,,,,,,,,,,,,,,,,,,,191.993035,191.993396,0.000361,0.044784,-0.044423
21968,191.993396,147.92.249.185,192.168.100.11,SSLv2,66,"Encrypted Data, Continuation Data",,,,,,,,,,,,,,,,,,,,,191.993396,192.03818,0.044784,0.190616,-0.145832
21969,192.03818,192.168.100.11,147.92.249.185,TCP,54,61136  >  443 [ACK] Seq=3578 Ack=11328 Win=64396 Len=0,,,,,,,,,,,,,,,,,,,,,192.03818,192.228796,0.190616,0.000128,0.190488
21970,192.228796,192.168.100.11,35.186.224.25,TLSv1.2,136,Application Data,,,,,,,,,,,,,,,,,,,,,192.228796,192.228924,0.000128,4.50E-05,0.000083
21971,192.228924,192.168.100.11,35.186.224.25,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,,192.228924,192.228969,4.50E-05,0.08309,-0.083045
21972,192.228969,192.168.100.11,35.186.224.25,TLSv1.2,169,Application Data,,,,,,,,,,,,,,,,,,,,,192.228969,192.312059,0.08309,0.000308,0.082782
21973,192.312059,35.186.224.25,192.168.100.11,TCP,54,443  >  61103 [ACK] Seq=60157 Ack=24911 Win=948 Len=0,,,,,,,,,,,,,,,,,,,,,192.312059,192.312367,0.000308,0.000105,0.000203
21974,192.312367,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=60157 Ack=24872 Win=948 Len=0,,,,,,,,,,,,,,,,,,,,,192.312367,192.312472,0.000105,0.000389,-0.000284
21975,192.312472,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=60157 Ack=25026 Win=948 Len=0,,,,,,,,,,,,,,,,,,,,,192.312472,192.312861,0.000389,0.053805,-0.053416
21976,192.312861,35.186.224.25,192.168.100.11,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,,192.312861,192.366666,0.053805,0.034805,0.019
21977,192.366666,192.168.100.11,35.186.224.25,TCP,54,61103  >  443 [ACK] Seq=25026 Ack=60196 Win=512 Len=0,,,,,,,,,,,,,,,,,,,,,192.366666,192.401471,0.034805,0.000113,0.034692
21978,192.401471,35.186.224.25,192.168.100.11,TLSv1.2,964,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,,,,,,,,,,,,192.401471,192.401584,0.000113,0.000172,-0.000059
21979,192.401584,192.168.100.11,35.186.224.25,TCP,66,[TCP Dup ACK 21977#1] 61103  >  443 [ACK] Seq=25026 Ack=60196 Win=512 Len=0 SLE=60271 SRE=61181,,,,,,,,,,,,,,,,,,,,,192.401584,192.401756,0.000172,4.10E-05,0.000131
21980,192.401756,35.186.224.25,192.168.100.11,TCP,129,"[TCP Out-Of-Order] 443  >  61103 [PSH, ACK] Seq=60196 Ack=25026 Win=948 Len=75",,,,,,,,,,,,,,,,,,,,,192.401756,192.401797,4.10E-05,9.60E-05,-0.000055
21981,192.401797,192.168.100.11,35.186.224.25,TCP,54,61103  >  443 [ACK] Seq=25026 Ack=61181 Win=508 Len=0,,,,,,,,,,,,,,,,,,,,,192.401797,192.401893,9.60E-05,0,0.000096
21982,192.401893,35.186.224.25,192.168.100.11,TLSv1.2,314,Application Data,,,,,,,,,,,,,,,,,,,,,192.401893,192.401893,0,2.90E-05,-0.000029
21983,192.401893,35.186.224.25,192.168.100.11,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,,192.401893,192.401922,2.90E-05,0.000892,-0.000863
21984,192.401922,192.168.100.11,35.186.224.25,TCP,54,61103  >  443 [ACK] Seq=25026 Ack=61480 Win=507 Len=0,,,,,,,,,,,,,,,,,,,,,192.401922,192.402814,0.000892,0.102048,-0.101156
21985,192.402814,192.168.100.11,35.186.224.25,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,,192.402814,192.504862,0.102048,1.186982,-1.084934
21986,192.504862,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=61480 Ack=25065 Win=948 Len=0,,,,,,,,,,,,,,,,,,,,,192.504862,193.691844,1.186982,0.092929,1.094053
21987,193.691844,192.168.100.11,13.33.28.251,TCP,55,[TCP Keep-Alive] 61354  >  443 [ACK] Seq=2130 Ack=5352 Win=64470 Len=1,,,,,,,,,,,,,,,,,,,,,193.691844,193.784773,0.092929,0.050344,0.042585
21988,193.784773,192.168.100.11,13.33.96.100,TCP,55,[TCP Keep-Alive] 61356  >  443 [ACK] Seq=1895 Ack=90948 Win=64157 Len=1,,,,,,,,,,,,,,,,,,,,,193.784773,193.835117,0.050344,0.103394,-0.05305
21989,193.835117,13.33.28.251,192.168.100.11,TCP,54,[TCP Keep-Alive ACK] 443  >  61354 [ACK] Seq=5352 Ack=2131 Win=65535 Len=0,,,,,,,,,,,,,,,,,,,,,193.835117,193.938511,0.103394,0.357391,-0.253997
21990,193.938511,13.33.96.100,192.168.100.11,TCP,54,[TCP Keep-Alive ACK] 443  >  61356 [ACK] Seq=90948 Ack=1896 Win=65535 Len=0,,,,,,,,,,,,,,,,,,,,,193.938511,194.295902,0.357391,0.153666,0.203725
21992,194.295902,192.168.100.11,13.33.96.41,TCP,55,[TCP Keep-Alive] 61355  >  443 [ACK] Seq=1274 Ack=50037 Win=64293 Len=1,,,,,,,,,,,,,,,,,,,,,194.295902,194.449568,0.153666,0.001174,0.152492
21993,194.449568,192.168.100.11,35.197.154.200,TCP,54,"61358  >  443 [RST, ACK] Seq=648 Ack=5099 Win=0 Len=0",,,,,,,,,,,,,,,,,,,,,194.449568,194.450742,0.001174,4.505808,-4.504634
21994,194.450742,13.33.96.41,192.168.100.11,TCP,54,[TCP Keep-Alive ACK] 443  >  61355 [ACK] Seq=50037 Ack=1275 Win=65535 Len=0,,,,,,,,,,,,,,,,,,,,,194.450742,198.95655,4.505808,0.052894,4.452914
21995,198.95655,104.199.240.237,192.168.100.11,TCP,65,"4070  >  61085 [PSH, ACK] Seq=34 Ack=23 Win=16 Len=11",,,,,,,,,,,,,,,,,,,,,198.95655,199.009444,0.052894,0.405377,-0.352483
21996,199.009444,192.168.100.11,104.199.240.237,TCP,54,61085  >  4070 [ACK] Seq=23 Ack=45 Win=512 Len=0,,,,,,,,,,,,,,,,,,,,,199.009444,199.414821,0.405377,0.155872,0.249505
21998,199.414821,192.168.100.11,13.33.28.10,TCP,55,[TCP Keep-Alive] 61316  >  443 [ACK] Seq=1120 Ack=6414 Win=63659 Len=1,,,,,,,,,,,,,,,,,,,,,199.414821,199.570693,0.155872,4.660676,-4.504804
21999,199.570693,13.33.28.10,192.168.100.11,TCP,54,[TCP Keep-Alive ACK] 443  >  61316 [ACK] Seq=6414 Ack=1121 Win=65535 Len=0,,,,,,,,,,,,,,,,,,,,,199.570693,204.231369,4.660676,6.00E-05,4.660616
22006,204.231369,192.168.100.11,35.186.224.25,TLSv1.2,93,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,,,,,,,,,,,,204.231369,204.231429,6.00E-05,7.70E-05,-0.000017
22007,204.231429,192.168.100.11,35.186.224.25,TCP,136,"[TCP Out-Of-Order] 61103  >  443 [PSH, ACK] Seq=25065 Ack=61480 Win=507 Len=82",,,,,,,,,,,,,,,,,,,,,204.231429,204.231506,7.70E-05,0.060475,-0.060398
22008,204.231506,192.168.100.11,35.186.224.25,TLSv1.2,169,Application Data,,,,,,,,,,,,,,,,,,,,,204.231506,204.291981,0.060475,0.000289,0.060186
22009,204.291981,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=61480 Ack=25186 Win=959 Len=0,,,,,,,,,,,,,,,,,,,,,204.291981,204.29227,0.000289,5.60E-05,0.000233
22010,204.29227,35.186.224.25,192.168.100.11,TCP,66,443  >  61103 [ACK] Seq=61480 Ack=25065 Win=959 Len=0 SLE=25147 SRE=25186,,,,,,,,,,,,,,,,,,,,,204.29227,204.292326,5.60E-05,0.000502,-0.000446
22011,204.292326,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=61480 Ack=25301 Win=959 Len=0,,,,,,,,,,,,,,,,,,,,,204.292326,204.292828,0.000502,0.04534,-0.044838
22012,204.292828,35.186.224.25,192.168.100.11,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,,204.292828,204.338168,0.04534,0.044295,0.001045
22013,204.338168,192.168.100.11,35.186.224.25,TCP,54,61103  >  443 [ACK] Seq=25301 Ack=61519 Win=507 Len=0,,,,,,,,,,,,,,,,,,,,,204.338168,204.382463,0.044295,0.000178,0.044117
22014,204.382463,35.186.224.25,192.168.100.11,TLSv1.2,125,Application Data,,,,,,,,,,,,,,,,,,,,,204.382463,204.382641,0.000178,6.70E-05,0.000111
22015,204.382641,35.186.224.25,192.168.100.11,TLSv1.2,414,Application Data,,,,,,,,,,,,,,,,,,,,,204.382641,204.382708,6.70E-05,0.000143,-0.000076
22016,204.382708,192.168.100.11,35.186.224.25,TCP,54,61103  >  443 [ACK] Seq=25301 Ack=61950 Win=512 Len=0,,,,,,,,,,,,,,,,,,,,,204.382708,204.382851,0.000143,0,0.000143
22017,204.382851,35.186.224.25,192.168.100.11,TLSv1.2,139,Application Data,,,,,,,,,,,,,,,,,,,,,204.382851,204.382851,0,7.10E-05,-0.000071
22018,204.382851,35.186.224.25,192.168.100.11,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,,204.382851,204.382922,7.10E-05,0.001234,-0.001163
22019,204.382922,192.168.100.11,35.186.224.25,TCP,54,61103  >  443 [ACK] Seq=25301 Ack=62074 Win=512 Len=0,,,,,,,,,,,,,,,,,,,,,204.382922,204.384156,0.001234,0.10164,-0.100406
22020,204.384156,192.168.100.11,35.186.224.25,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,,204.384156,204.485796,0.10164,1.74801,-1.64637
22021,204.485796,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=62074 Ack=25340 Win=959 Len=0,,,,,,,,,,,,,,,,,,,,,204.485796,206.233806,1.74801,0.000127,1.747883
22024,206.233806,192.168.100.11,35.186.224.25,TLSv1.2,136,Application Data,,,,,,,,,,,,,,,,,,,,,206.233806,206.233933,0.000127,0.106474,-0.106347
22025,206.233933,192.168.100.11,35.186.224.25,TLSv1.2,169,Application Data,,,,,,,,,,,,,,,,,,,,,206.233933,206.340407,0.106474,0,0.106474
22026,206.340407,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=62074 Ack=25422 Win=959 Len=0,,,,,,,,,,,,,,,,,,,,,206.340407,206.340407,0,0.091161,-0.091161
22027,206.340407,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=62074 Ack=25537 Win=959 Len=0,,,,,,,,,,,,,,,,,,,,,206.340407,206.431568,0.091161,0.000136,0.091025
22028,206.431568,35.186.224.25,192.168.100.11,TLSv1.2,340,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,,,,,,,,,,,,206.431568,206.431704,0.000136,0.000266,-0.00013
22029,206.431704,192.168.100.11,35.186.224.25,TCP,66,[TCP Dup ACK 22019#1] 61103  >  443 [ACK] Seq=25537 Ack=62074 Win=512 Len=0 SLE=62145 SRE=62431,,,,,,,,,,,,,,,,,,,,,206.431704,206.43197,0.000266,0,0.000266
22030,206.43197,35.186.224.25,192.168.100.11,TLSv1.2,103,Application Data,,,,,,,,,,,,,,,,,,,,,206.43197,206.43197,0,7.40E-05,-0.000074
22031,206.43197,35.186.224.25,192.168.100.11,TCP,125,"[TCP Out-Of-Order] 443  >  61103 [PSH, ACK] Seq=62074 Ack=25537 Win=959 Len=71",,,,,,,,,,,,,,,,,,,,,206.43197,206.432044,7.40E-05,7.30E-05,1.00E-06
22032,206.432044,192.168.100.11,35.186.224.25,TCP,66,[TCP Dup ACK 22019#2] 61103  >  443 [ACK] Seq=25537 Ack=62074 Win=512 Len=0 SLE=62145 SRE=62480,,,,,,,,,,,,,,,,,,,,,206.432044,206.432117,7.30E-05,0.000181,-0.000108
22033,206.432117,192.168.100.11,35.186.224.25,TCP,54,61103  >  443 [ACK] Seq=25537 Ack=62480 Win=510 Len=0,,,,,,,,,,,,,,,,,,,,,206.432117,206.432298,0.000181,0.001239,-0.001058
22034,206.432298,35.186.224.25,192.168.100.11,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,,206.432298,206.433537,0.001239,0.012707,-0.011468
22035,206.433537,192.168.100.11,35.186.224.25,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,,206.433537,206.446244,0.012707,0.843377,-0.83067
22036,206.446244,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=62519 Ack=25576 Win=959 Len=0,,,,,,,,,,,,,,,,,,,,,206.446244,207.289621,0.843377,0.165619,0.677758
22037,207.289621,192.168.100.11,52.109.124.33,TLSv1.2,89,Application Data,,,,,,,,,,,,,,,,,,,,,207.289621,207.45524,0.165619,0.000142,0.165477
22038,207.45524,52.109.124.33,192.168.100.11,TLSv1.2,85,Application Data,,,,,,,,,,,,,,,,,,,,,207.45524,207.455382,0.000142,3.780661,-3.780519
22039,207.455382,192.168.100.11,52.109.124.33,TCP,54,61250  >  443 [ACK] Seq=246 Ack=311 Win=1020 Len=0,,,,,,,,,,,,,,,,,,,,,207.455382,211.236043,3.780661,0.000167,3.780494
22222,211.236043,192.168.100.11,35.186.224.25,TLSv1.2,136,Application Data,,,,,,,,,,,,,,,,,,,,,211.236043,211.23621,0.000167,0.013492,-0.013325
22223,211.23621,192.168.100.11,35.186.224.25,TLSv1.2,169,Application Data,,,,,,,,,,,,,,,,,,,,,211.23621,211.249702,0.013492,0.000272,0.01322
22224,211.249702,35.186.224.25,192.168.100.11,TCP,54,443  >  61103 [ACK] Seq=62519 Ack=25658 Win=959 Len=0,,,,,,,,,,,,,,,,,,,,,211.249702,211.249974,0.000272,0.082623,-0.082351
22225,211.249974,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=62519 Ack=25773 Win=959 Len=0,,,,,,,,,,,,,,,,,,,,,211.249974,211.332597,0.082623,0,0.082623
22226,211.332597,35.186.224.25,192.168.100.11,TLSv1.2,125,Application Data,,,,,,,,,,,,,,,,,,,,,211.332597,211.332597,0,0.000122,-0.000122
22227,211.332597,35.186.224.25,192.168.100.11,TLSv1.2,913,Application Data,,,,,,,,,,,,,,,,,,,,,211.332597,211.332719,0.000122,0.000325,-0.000203
22228,211.332719,192.168.100.11,35.186.224.25,TCP,54,61103  >  443 [ACK] Seq=25773 Ack=63449 Win=512 Len=0,,,,,,,,,,,,,,,,,,,,,211.332719,211.333044,0.000325,0,0.000325
22229,211.333044,35.186.224.25,192.168.100.11,TLSv1.2,103,Application Data,,,,,,,,,,,,,,,,,,,,,211.333044,211.333044,0,7.20E-05,-0.000072
22230,211.333044,35.186.224.25,192.168.100.11,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,,211.333044,211.333116,7.20E-05,0.000904,-0.000832
22231,211.333116,192.168.100.11,35.186.224.25,TCP,54,61103  >  443 [ACK] Seq=25773 Ack=63537 Win=512 Len=0,,,,,,,,,,,,,,,,,,,,,211.333116,211.33402,0.000904,0.013705,-0.012801
22232,211.33402,192.168.100.11,35.186.224.25,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,,211.33402,211.347725,0.013705,2.479009,-2.465304
22233,211.347725,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=63537 Ack=25812 Win=959 Len=0,,,,,,,,,,,,,,,,,,,,,211.347725,213.826734,2.479009,0.090814,2.388195
22234,213.826734,192.168.100.11,35.186.224.47,TLSv1.2,89,Application Data,,,,,,,,,,,,,,,,,,,,,213.826734,213.917548,0.090814,0.091357,-0.000543
22235,213.917548,35.186.224.47,192.168.100.11,TCP,54,443  >  61079 [ACK] Seq=187 Ack=246 Win=266 Len=0,,,,,,,,,,,,,,,,,,,,,213.917548,214.008905,0.091357,0.050427,0.04093
22236,214.008905,35.186.224.47,192.168.100.11,TLSv1.2,85,Application Data,,,,,,,,,,,,,,,,,,,,,214.008905,214.059332,0.050427,0.190649,-0.140222
22237,214.059332,192.168.100.11,35.186.224.47,TCP,54,61079  >  443 [ACK] Seq=246 Ack=218 Win=510 Len=0,,,,,,,,,,,,,,,,,,,,,214.059332,214.249981,0.190649,6.70E-05,0.190582
22238,214.249981,192.168.100.11,35.186.224.25,TLSv1.2,207,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,,,,,,,,,,,,214.249981,214.250048,6.70E-05,0.077245,-0.077178
22239,214.250048,192.168.100.11,35.186.224.25,TCP,136,"[TCP Out-Of-Order] 61103  >  443 [PSH, ACK] Seq=25812 Ack=63537 Win=512 Len=82",,,,,,,,,,,,,,,,,,,,,214.250048,214.327293,0.077245,0.000203,0.077042
22240,214.327293,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=63537 Ack=26047 Win=970 Len=0,,,,,,,,,,,,,,,,,,,,,214.327293,214.327496,0.000203,0.091056,-0.090853
22241,214.327496,35.186.224.25,192.168.100.11,TCP,66,443  >  61103 [ACK] Seq=63537 Ack=25812 Win=970 Len=0 SLE=25894 SRE=26047,,,,,,,,,,,,,,,,,,,,,214.327496,214.418552,0.091056,0.000139,0.090917
22242,214.418552,35.186.224.25,192.168.100.11,TLSv1.2,125,Application Data,,,,,,,,,,,,,,,,,,,,,214.418552,214.418691,0.000139,4.20E-05,0.000097
22243,214.418691,35.186.224.25,192.168.100.11,TLSv1.2,229,Application Data,,,,,,,,,,,,,,,,,,,,,214.418691,214.418733,4.20E-05,0.000156,-0.000114
22244,214.418733,192.168.100.11,35.186.224.25,TCP,54,61103  >  443 [ACK] Seq=26047 Ack=63783 Win=511 Len=0,,,,,,,,,,,,,,,,,,,,,214.418733,214.418889,0.000156,0,0.000156
22245,214.418889,35.186.224.25,192.168.100.11,TLSv1.2,320,Application Data,,,,,,,,,,,,,,,,,,,,,214.418889,214.418889,0,4.20E-05,-0.000042
22246,214.418889,35.186.224.25,192.168.100.11,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,,214.418889,214.418931,4.20E-05,0.000855,-0.000813
22247,214.418931,192.168.100.11,35.186.224.25,TCP,54,61103  >  443 [ACK] Seq=26047 Ack=64088 Win=510 Len=0,,,,,,,,,,,,,,,,,,,,,214.418931,214.419786,0.000855,0.012595,-0.01174
22248,214.419786,192.168.100.11,35.186.224.25,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,,214.419786,214.432381,0.012595,4.243782,-4.231187
22249,214.432381,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=64088 Ack=26086 Win=970 Len=0,,,,,,,,,,,,,,,,,,,,,214.432381,218.676163,4.243782,0.145426,4.098356
22257,218.676163,192.168.100.11,74.125.200.188,TCP,55,[TCP Keep-Alive] 61102  >  5228 [ACK] Seq=1 Ack=1 Win=64276 Len=1,,,,,,,,,,,,,,,,,,,,,218.676163,218.821589,0.145426,0.989287,-0.843861
22258,218.821589,74.125.200.188,192.168.100.11,TCP,54,[TCP Keep-Alive ACK] 5228  >  61102 [ACK] Seq=1 Ack=2 Win=65535 Len=0,,,,,,,,,,,,,,,,,,,,,218.821589,219.810876,0.989287,0.000132,0.989155
22265,219.810876,192.168.100.11,35.186.224.25,TLSv1.2,121,Application Data,,,,,,,,,,,,,,,,,,,,,219.810876,219.811008,0.000132,0,0.000132
22266,219.811008,192.168.100.11,35.186.224.25,TCP,1466,61103  >  443 [ACK] Seq=26153 Ack=64088 Win=510 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,219.811008,219.811008,0,0.049252,-0.049252
22267,219.811008,192.168.100.11,35.186.224.25,TLSv1.2,239,Application Data,,,,,,,,,,,,,,,,,,,,,219.811008,219.86026,0.049252,0.00021,0.049042
22268,219.86026,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=64088 Ack=26153 Win=970 Len=0,,,,,,,,,,,,,,,,,,,,,219.86026,219.86047,0.00021,0.00016,0.00005
22269,219.86047,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=64088 Ack=27565 Win=981 Len=0,,,,,,,,,,,,,,,,,,,,,219.86047,219.86063,0.00016,0.189795,-0.189635
22270,219.86063,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=64088 Ack=27750 Win=992 Len=0,,,,,,,,,,,,,,,,,,,,,219.86063,220.050425,0.189795,0.000252,0.189543
22271,220.050425,35.186.224.25,192.168.100.11,TLSv1.2,124,Application Data,,,,,,,,,,,,,,,,,,,,,220.050425,220.050677,0.000252,6.30E-05,0.000189
22272,220.050677,35.186.224.25,192.168.100.11,TLSv1.2,93,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,,,,,,,,,,,,220.050677,220.05074,6.30E-05,0.000261,-0.000198
22273,220.05074,192.168.100.11,35.186.224.25,TCP,66,61103  >  443 [ACK] Seq=27750 Ack=64158 Win=510 Len=0 SLE=64640 SRE=64679,,,,,,,,,,,,,,,,,,,,,220.05074,220.051001,0.000261,0,0.000261
22274,220.051001,35.186.224.25,192.168.100.11,TCP,250,"[TCP Out-Of-Order] 443  >  61103 [PSH, ACK] Seq=64158 Ack=27750 Win=992 Len=196",,,,,,,,,,,,,,,,,,,,,220.051001,220.051001,0,5.10E-05,-0.000051
22275,220.051001,35.186.224.25,192.168.100.11,TCP,340,"[TCP Out-Of-Order] 443  >  61103 [PSH, ACK] Seq=64354 Ack=27750 Win=992 Len=286",,,,,,,,,,,,,,,,,,,,,220.051001,220.051052,5.10E-05,4.50E-05,0.000006
22276,220.051052,192.168.100.11,35.186.224.25,TCP,66,61103  >  443 [ACK] Seq=27750 Ack=64354 Win=509 Len=0 SLE=64640 SRE=64679,,,,,,,,,,,,,,,,,,,,,220.051052,220.051097,4.50E-05,0.000646,-0.000601
22277,220.051097,192.168.100.11,35.186.224.25,TCP,54,61103  >  443 [ACK] Seq=27750 Ack=64679 Win=508 Len=0,,,,,,,,,,,,,,,,,,,,,220.051097,220.051743,0.000646,0.013228,-0.012582
22278,220.051743,192.168.100.11,35.186.224.25,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,,220.051743,220.064971,0.013228,1.424664,-1.411436
22279,220.064971,35.186.224.25,192.168.100.11,TCP,56,443  >  61103 [ACK] Seq=64679 Ack=27789 Win=992 Len=0,,,,,,,,,,,,,,,,,,,,,220.064971,221.489635,1.424664,0.10889,1.315774
22287,221.489635,192.168.100.11,35.186.224.39,TLSv1.2,97,Application Data,,,,,,,,,,,,,,,,,,,,,221.489635,221.598525,0.10889,0.047133,0.061757
22288,221.598525,35.186.224.39,192.168.100.11,TCP,54,443  >  61119 [ACK] Seq=281 Ack=345 Win=272 Len=0,,,,,,,,,,,,,,,,,,,,,221.598525,221.645658,0.047133,0.042272,0.004861
22289,221.645658,192.168.100.11,52.84.225.13,TCP,55,[TCP Keep-Alive] 61353  >  443 [ACK] Seq=1364 Ack=88252 Win=64462 Len=1,,,,,,,,,,,,,,,,,,,,,221.645658,221.68793,0.042272,0.049849,-0.007577
22290,221.68793,35.186.224.39,192.168.100.11,TLSv1.2,94,Application Data,,,,,,,,,,,,,,,,,,,,,221.68793,221.737779,0.049849,0.031366,0.018483
22291,221.737779,192.168.100.11,35.186.224.39,TCP,54,61119  >  443 [ACK] Seq=345 Ack=321 Win=510 Len=0,,,,,,,,,,,,,,,,,,,,,221.737779,221.769145,0.031366,0.021296,0.01007
22292,221.769145,192.168.100.11,104.16.149.64,TCP,55,[TCP Keep-Alive] 61359  >  443 [ACK] Seq=1489 Ack=10287 Win=131072 Len=1,,,,,,,,,,,,,,,,,,,,,221.769145,221.790441,0.021296,0.011484,0.009812
22293,221.790441,52.84.225.13,192.168.100.11,TCP,54,[TCP Keep-Alive ACK] 443  >  61353 [ACK] Seq=88252 Ack=1365 Win=65535 Len=0,,,,,,,,,,,,,,,,,,,,,221.790441,221.801925,0.011484,0.077151,-0.065667
22294,221.801925,104.16.149.64,192.168.100.11,TCP,66,[TCP Keep-Alive ACK] 443  >  61359 [ACK] Seq=10287 Ack=1490 Win=73728 Len=0 SLE=1489 SRE=1490,,,,,,,,,,,,,,,,,,,,,221.801925,221.879076,0.077151,0.016214,0.060937
22295,221.879076,192.168.100.11,104.16.149.64,TCP,55,[TCP Keep-Alive] 61361  >  443 [ACK] Seq=2655 Ack=5089 Win=130304 Len=1,,,,,,,,,,,,,,,,,,,,,221.879076,221.89529,0.016214,0.011248,0.004966
22296,221.89529,192.168.100.11,170.114.10.232,TCP,55,[TCP Keep-Alive] 61449  >  443 [ACK] Seq=3223 Ack=10559 Win=64910 Len=1,,,,,,,,,,,,,,,,,,,,,221.89529,221.906538,0.011248,0.253131,-0.241883
22297,221.906538,104.16.149.64,192.168.100.11,TCP,66,[TCP Keep-Alive ACK] 443  >  61361 [ACK] Seq=5089 Ack=2656 Win=81920 Len=0 SLE=2655 SRE=2656,,,,,,,,,,,,,,,,,,,,,221.906538,222.159669,0.253131,0.040467,0.212664
22298,222.159669,192.168.100.11,35.197.154.200,TCP,55,[TCP Keep-Alive] 61451  >  443 [ACK] Seq=3204 Ack=6226 Win=131072 Len=1,,,,,,,,,,,,,,,,,,,,,222.159669,222.200136,0.040467,0.026078,0.014389
22299,222.200136,170.114.10.232,192.168.100.11,TCP,54,[TCP Keep-Alive ACK] 443  >  61449 [ACK] Seq=10559 Ack=3224 Win=38124 Len=0,,,,,,,,,,,,,,,,,,,,,222.200136,222.226214,0.026078,3.42516,-3.399082
22300,222.226214,35.197.154.200,192.168.100.11,TCP,66,[TCP Keep-Alive ACK] 443  >  61451 [ACK] Seq=6226 Ack=3205 Win=72704 Len=0 SLE=3204 SRE=3205,,,,,,,,,,,,,,,,,,,,,222.226214,225.651374,3.42516,0.043718,3.381442
22311,225.651374,192.168.100.11,35.186.224.13,TCP,55,[TCP Keep-Alive] 61305  >  443 [ACK] Seq=1929 Ack=1726 Win=131072 Len=1,,,,,,,,,,,,,,,,,,,,,225.651374,225.695092,0.043718,0.562659,-0.518941
22313,225.695092,35.186.224.13,192.168.100.11,TCP,66,[TCP Keep-Alive ACK] 443  >  61305 [ACK] Seq=1726 Ack=1930 Win=69632 Len=0 SLE=1929 SRE=1930,,,,,,,,,,,,,,,,,,,,,225.695092,226.257751,0.562659,0.000133,0.562526
22316,226.257751,192.168.100.11,35.186.224.25,TLSv1.2,136,Application Data,,,,,,,,,,,,,,,,,,,,,226.257751,226.257884,0.000133,0.051014,-0.050881
